0;0;0;0;land;false;unknown;0
1;191;192;243;land;true;plains;1
2;236;154;189;land;false;plains;1
3;230;241;251;land;false;plains;1
4;240;250;219;land;false;plains;1
5;118;173;252;land;false;plains;1
6;114;172;235;land;true;plains;1
7;144;126;235;land;false;plains;1
8;65;250;211;land;false;plains;1
9;233;172;163;land;false;plains;1
10;161;253;173;land;true;plains;1
11;102;219;224;land;false;plains;1
12;56;237;224;land;false;plains;1
13;243;251;175;land;false;plains;1
14;100;250;236;land;false;plains;1
15;108;230;243;land;true;plains;1
16;174;80;252;land;false;plains;1
17;120;207;241;land;false;plains;1
18;220;60;233;land;false;plains;1
19;187;195;167;land;false;plains;1
20;252;139;111;land;false;plains;1
21;176;217;147;land;true;plains;1
22;144;239;174;land;true;plains;1
23;236;125;174;land;false;plains;1
24;87;243;243;land;true;plains;1
25;205;150;217;land;false;plains;1
26;207;109;205;land;false;plains;1
27;156;223;139;land;false;plains;1
28;245;83;226;land;false;plains;1
29;134;200;243;land;false;plains;1
30;227;118;208;land;false;plains;1
31;246;178;144;land;true;plains;1
32;150;144;243;land;false;plains;1
33;93;186;223;land;false;plains;1
34;192;149;222;land;false;plains;1
35;119;194;218;land;true;plains;1
36;194;250;80;land;false;plains;1
37;178;252;203;land;true;plains;1
38;198;207;97;land;false;plains;1
39;194;155;200;land;true;plains;1
40;193;154;254;land;false;plains;1
41;140;244;192;land;true;plains;1
42;152;227;222;land;true;plains;1
43;228;164;156;land;true;plains;1
44;241;147;252;land;false;plains;1
45;237;235;76;land;false;plains;1
46;251;157;106;land;true;plains;1
47;178;244;254;land;false;plains;1
48;228;240;218;land;false;plains;1
49;176;241;132;land;false;plains;1
50;211;238;55;land;false;plains;1
51;175;122;212;land;false;plains;1
52;222;201;250;land;true;plains;1
53;178;175;198;land;false;plains;1
54;149;202;183;land;false;plains;1
55;249;249;76;land;false;plains;1
56;168;236;176;land;false;plains;1
57;218;253;34;land;false;plains;1
58;241;129;217;land;false;plains;1
59;154;241;123;land;true;plains;1
60;241;72;247;land;false;plains;1
61;254;238;185;land;true;plains;1
62;203;245;129;land;false;plains;1
63;253;52;241;land;false;plains;1
64;211;196;94;land;false;plains;1
65;182;166;195;land;false;plains;1
66;177;231;235;land;false;plains;1
67;169;168;172;land;true;plains;1
68;199;239;248;land;true;plains;1
69;141;221;207;land;false;plains;1
70;245;196;225;land;false;plains;1
71;136;240;147;land;false;plains;1
72;218;143;251;land;false;plains;1
73;200;212;210;land;true;plains;1
74;167;200;177;land;false;plains;1
75;101;226;198;land;true;plains;1
76;207;171;185;land;false;plains;1
77;145;167;236;land;true;plains;1
78;241;151;232;land;false;plains;1
79;235;185;141;land;false;plains;1
80;247;189;155;land;true;plains;1
81;188;250;111;land;false;plains;1
82;115;248;183;land;true;plains;1
83;125;249;176;land;true;plains;1
84;142;187;213;land;false;plains;1
85;156;133;241;land;true;plains;1
86;211;191;189;land;false;plains;1
87;194;172;173;land;false;plains;1
88;253;177;140;land;false;plains;1
89;217;214;137;land;true;plains;1
90;97;249;175;land;false;plains;1
91;101;249;179;land;false;plains;1
92;237;187;246;land;false;plains;1
93;214;244;142;land;false;plains;1
94;226;150;138;land;false;plains;1
95;208;66;233;land;false;plains;1
96;59;252;233;land;true;plains;1
97;240;223;225;land;false;plains;1
98;220;118;188;land;false;plains;1
99;154;254;176;land;false;plains;1
100;147;176;229;land;true;plains;1
101;240;231;111;land;false;plains;1
102;223;176;105;land;false;plains;1
103;71;221;246;land;true;plains;1
104;251;206;63;land;true;plains;1
105;130;219;189;land;false;plains;1
106;200;204;254;land;false;plains;1
107;205;146;158;land;false;plains;1
108;207;141;185;land;false;plains;1
109;207;214;160;land;true;plains;1
110;214;230;207;land;false;plains;1
111;250;96;250;land;true;plains;1
112;250;59;254;land;true;plains;1
113;235;46;228;land;false;plains;1
114;80;246;178;land;false;plains;1
115;212;178;179;land;true;plains;1
116;173;241;164;land;false;plains;1
117;150;210;184;land;false;plains;1
118;142;252;144;land;true;plains;1
119;186;135;207;land;false;plains;1
120;212;214;93;land;false;plains;1
121;236;67;254;land;false;plains;1
122;56;241;208;land;false;plains;1
123;227;179;116;land;false;plains;1
124;208;239;162;land;false;plains;1
125;166;196;200;land;false;plains;1
126;187;236;140;land;false;plains;1
127;132;252;132;land;false;plains;1
128;114;212;239;land;false;plains;1
129;51;247;228;land;false;plains;1
130;223;56;245;land;false;plains;1
131;204;151;177;land;false;plains;1
132;242;179;167;land;true;plains;1
133;198;186;139;land;false;plains;1
134;111;222;229;land;true;plains;1
135;186;247;151;land;false;plains;1
136;142;219;166;land;false;plains;1
137;168;208;163;land;false;plains;1
138;236;148;148;land;false;plains;1
139;226;193;184;land;false;plains;1
140;169;154;188;land;true;plains;1
141;251;197;195;land;false;plains;1
142;135;244;235;land;false;plains;1
143;198;180;202;land;false;plains;1
144;247;166;176;land;false;plains;1
145;157;218;129;land;true;plains;1
146;247;238;205;land;false;plains;1
147;175;236;163;land;false;plains;1
148;237;235;121;land;false;plains;1
149;202;200;173;land;false;plains;1
150;158;176;224;land;false;plains;1
151;196;145;174;land;true;plains;1
152;124;247;251;land;false;plains;1
153;225;204;158;land;false;plains;1
154;164;254;218;land;false;plains;1
155;100;240;250;land;true;plains;1
156;225;86;241;land;false;plains;1
157;145;174;216;land;false;plains;1
158;161;253;195;land;false;plains;1
159;221;249;203;land;true;plains;1
160;188;232;112;land;false;plains;1
161;177;215;149;land;false;plains;1
162;152;159;211;land;false;plains;1
163;221;218;229;land;false;plains;1
164;198;171;238;land;false;plains;1
165;226;151;176;land;false;plains;1
166;227;252;192;land;false;plains;1
167;137;254;145;land;false;plains;1
168;203;209;185;land;false;plains;1
169;134;207;183;land;false;plains;1
170;202;248;89;land;false;plains;1
171;118;215;216;land;false;plains;1
172;234;155;152;land;false;plains;1
173;197;117;247;land;false;plains;1
174;23;237;245;land;false;plains;1
175;159;151;199;land;true;plains;1
176;236;123;201;land;false;plains;1
177;129;177;214;land;false;plains;1
178;240;187;219;land;true;plains;1
179;250;79;207;land;false;plains;1
180;249;159;240;land;true;plains;1
181;144;201;162;land;false;plains;1
182;132;193;180;land;false;plains;1
183;130;243;166;land;false;plains;1
184;221;69;212;land;true;plains;1
185;219;76;254;land;true;plains;1
186;248;249;19;land;false;plains;1
187;177;149;211;land;false;plains;1
188;208;229;222;land;false;plains;1
189;171;250;93;land;false;plains;1
190;148;130;232;land;true;plains;1
191;147;202;189;land;true;plains;1
192;246;121;154;land;true;plains;1
193;193;246;198;land;false;plains;1
194;138;235;243;land;true;plains;1
195;170;190;157;land;true;plains;1
196;220;215;221;land;false;plains;1
197;245;191;108;land;false;plains;1
198;187;134;189;land;false;plains;1
199;218;203;124;land;true;plains;1
200;128;212;238;land;false;plains;1
201;159;246;210;land;false;plains;1
202;240;254;97;land;true;plains;1
203;187;246;149;land;false;plains;1
204;101;164;237;land;false;plains;1
205;235;247;60;land;true;plains;1
206;243;184;93;land;false;plains;1
207;221;158;198;land;true;plains;1
208;140;229;244;land;true;plains;1
209;245;93;229;land;true;plains;1
210;182;195;158;land;false;plains;1
211;128;241;153;land;false;plains;1
212;216;167;243;land;true;plains;1
213;131;190;254;land;false;plains;1
214;153;248;234;land;false;plains;1
215;185;188;236;land;false;plains;1
