2;4742.00;10.80;1706.00;big
2;4812.00;10.70;1704.00;big
3;4616.00;11.65;1721.00;big
3;4694.00;10.60;1786.00;big
4;4589.00;12.55;1605.00;big
4;4654.00;12.23;1627.00;big
5;4708.00;10.30;1545.00;big
5;4634.00;14.00;1508.00;big
6;4797.00;13.23;1530.00;big
6;4888.00;11.80;1543.00;big
7;4784.00;11.23;1610.00;big
7;4869.00;11.50;1603.00;big
8;4548.00;13.60;1530.00;big
8;4460.00;12.62;1501.00;big
9;4567.00;13.38;1453.00;big
9;4610.00;11.68;1375.00;big
10;4519.00;13.65;1407.00;big
10;4454.00;11.40;1368.00;big
11;4441.00;10.60;1246.00;big
11;4541.00;12.70;1300.00;big
12;4549.00;10.30;1075.00;big
12;4593.00;10.30;1164.00;big
13;4664.00;11.70;1043.00;big
13;4700.00;10.75;1135.00;big
14;4466.00;11.00;1627.00;big
14;4539.00;11.50;1652.00;big
15;4117.00;10.45;1728.00;big
15;4249.00;11.60;1808.00;big
16;4215.00;12.70;1598.00;big
16;4314.00;10.80;1645.00;big
17;4287.00;10.65;1529.00;big
17;4193.00;11.53;1495.00;big
18;4201.00;11.80;1363.00;big
18;4291.00;12.00;1360.00;big
19;4101.00;12.95;1278.00;big
19;4181.00;11.65;1252.00;big
20;3911.00;12.20;1203.00;big
20;3997.00;12.35;1268.00;big
21;3851.00;11.70;1360.00;big
21;3919.00;11.25;1303.00;big
22;3865.00;11.45;1404.00;big
22;3964.00;11.65;1377.00;big
23;4045.00;11.40;1354.00;big
23;4127.00;11.50;1379.00;big
24;4118.00;10.70;1529.00;big
24;4066.00;12.30;1455.00;big
25;4336.00;12.30;1080.00;big
25;4213.00;11.75;1060.00;big
26;3395.00;13.40;1818.00;big
26;3465.00;10.40;1742.00;big
27;3520.00;11.40;1968.00;big
27;3590.00;12.28;1848.00;big
28;3356.00;11.20;1894.00;big
28;3195.00;10.60;1923.00;big
29;3117.00;10.40;2022.00;big
29;3002.00;11.15;2003.00;big
30;3275.00;12.93;2010.00;big
30;3408.00;12.38;2008.00;big
31;2909.00;10.50;1446.00;big
31;2844.00;11.88;1382.00;big
32;2838.00;10.90;1506.00;big
32;2778.00;11.98;1567.00;big
33;2617.00;11.45;1528.00;big
33;2692.00;10.70;1640.00;big
34;2775.00;12.25;1653.00;big
34;2908.00;11.65;1692.00;big
35;2939.00;12.25;1511.00;big
35;2892.00;10.70;1605.00;big
36;2665.00;11.90;1373.00;big
36;2713.00;10.60;1439.00;big
37;2623.00;11.20;1844.00;big
37;2455.00;10.60;1807.00;big
38;2127.00;10.95;1808.00;big
38;2279.00;10.20;1837.00;big
39;2151.00;10.90;1603.00;big
39;2224.00;11.62;1527.00;big
40;1730.00;11.95;1610.00;big
40;1636.00;10.28;1615.00;big
41;1608.00;11.57;1701.00;big
41;1699.00;12.45;1692.00;big
42;1737.00;11.70;1777.00;big
42;1671.00;11.00;1848.00;big
43;4350.00;9.50;1575.00;big
43;4400.00;9.50;1572.00;big
44;1500.00;12.57;1687.00;big
44;1395.00;11.90;1644.00;big
45;1412.00;11.20;1881.00;big
45;1532.00;10.68;1884.00;big
46;1504.00;13.15;1782.00;big
46;1411.00;11.75;1751.00;big
47;1228.00;11.55;1706.00;big
47;1340.00;11.15;1714.00;big
48;1207.00;10.57;1785.00;big
48;1297.00;11.80;1775.00;big
49;559.00;11.28;1430.00;big
49;665.00;10.60;1470.00;big
50;766.00;11.98;1406.00;big
50;678.00;11.80;1365.00;big
51;1570.00;11.50;1153.00;big
51;1590.00;11.90;1044.00;big
52;1664.00;11.60;1221.00;big
52;1766.00;10.93;1248.00;big
53;1743.00;13.15;1101.00;big
53;1680.00;12.85;1134.00;big
54;1696.00;13.62;1040.00;big
54;1772.00;11.57;1002.00;big
55;1853.00;10.30;1035.00;big
55;1906.00;10.50;1200.00;big
56;2009.00;11.57;1017.00;big
56;1934.00;10.93;1023.00;big
57;2028.00;11.80;1107.00;big
57;2096.00;10.75;1184.00;big
58;2117.00;10.85;1009.00;big
58;2265.00;10.45;1037.00;big
59;2255.00;11.25;1095.00;big
59;2156.00;12.20;1103.00;big
60;2853.00;11.60;728.00;big
60;2878.00;11.25;837.00;big
61;2996.00;11.57;797.00;big
61;3012.00;11.60;859.00;big
62;2765.00;11.35;876.00;big
62;2823.00;12.10;963.00;big
63;2898.00;13.98;920.00;big
63;2933.00;11.68;1042.00;big
64;3088.00;10.53;928.00;big
64;3061.00;10.25;993.00;big
65;2740.00;10.30;797.00;big
65;2775.00;10.60;754.00;big
66;3127.00;10.60;380.00;big
66;3129.00;10.80;470.00;big
67;3089.00;11.65;607.00;big
67;3205.00;11.45;649.00;big
68;3417.00;10.65;819.00;big
68;3345.00;10.60;725.00;big
69;3320.00;10.70;578.00;big
69;3452.00;12.10;557.00;big
70;3264.00;10.60;426.00;big
70;3339.00;10.45;480.00;big
71;3493.00;11.70;383.00;big
71;3620.00;10.75;371.00;big
72;3574.00;10.95;562.00;big
72;3660.00;11.60;537.00;big
73;3754.00;10.28;500.00;big
73;3840.00;11.20;489.00;big
74;3613.00;11.68;651.00;big
74;3496.00;12.70;665.00;big
75;3700.00;12.30;593.00;big
75;3801.00;11.40;613.00;big
76;3963.00;10.85;626.00;big
76;3863.00;10.98;743.00;big
77;4678.00;12.60;437.00;big
77;4681.00;13.00;325.00;big
78;4898.00;10.80;402.00;big
78;4799.00;11.00;392.00;big
79;4862.00;10.45;609.00;big
79;4760.00;12.45;563.00;big
80;4896.00;11.93;510.00;big
80;4780.00;12.65;475.00;big
81;5050.00;11.30;664.00;big
81;4957.00;12.32;625.00;big
82;5103.00;11.05;514.00;big
82;5004.00;12.50;544.00;big
83;4997.00;11.23;322.00;big
83;5075.00;10.62;364.00;big
84;5211.00;12.25;373.00;big
84;5144.00;10.20;416.00;big
85;4999.00;9.50;426.00;big
85;5040.00;9.50;433.00;big
86;3284.00;9.50;660.00;big
86;3258.00;9.50;608.00;big
87;3421.00;9.50;609.00;big
87;3432.00;9.50;723.00;big
88;4962.00;12.30;131.00;big
88;5034.00;12.95;195.00;big
89;4983.00;10.60;735.00;big
89;4908.00;10.60;748.00;big
90;268.00;10.40;771.00;big
90;355.00;10.25;747.00;big
91;291.00;11.50;593.00;big
91;318.00;11.30;465.00;big
92;384.00;10.53;592.00;big
92;391.00;10.90;525.00;big
93;530.00;12.30;747.00;big
93;407.00;11.23;689.00;big
94;543.00;12.30;650.00;big
94;617.00;10.20;707.00;big
95;694.00;12.38;620.00;big
95;602.00;10.05;562.00;big
96;663.00;10.20;405.00;big
96;731.00;12.85;503.00;big
97;930.00;10.50;541.00;big
97;803.00;11.30;587.00;big
98;530.00;10.10;852.00;big
98;623.00;12.60;798.00;big
99;697.00;11.10;755.00;big
99;762.00;13.20;690.00;big
100;850.00;12.10;717.00;big
100;923.00;11.45;783.00;big
101;778.00;9.50;858.00;big
101;800.00;11.70;771.00;big
102;905.00;12.32;880.00;big
102;1022.00;10.98;908.00;big
103;686.00;12.25;895.00;big
103;623.00;11.60;958.00;big
104;775.00;12.30;979.00;big
104;859.00;11.55;958.00;big
105;1198.00;10.65;786.00;big
105;1086.00;10.62;784.00;big
106;854.00;10.23;431.00;big
106;790.00;10.90;377.00;big
107;898.00;11.25;331.00;big
107;1009.00;13.30;320.00;big
108;1072.00;12.50;420.00;big
108;968.00;10.70;418.00;big
109;1098.00;10.62;240.00;big
109;1111.00;11.50;339.00;big
110;1223.00;10.75;317.00;big
110;1206.00;12.70;398.00;big
111;1280.00;10.70;144.00;big
111;1292.00;11.85;240.00;big
112;1359.00;10.45;312.00;big
112;1450.00;11.65;260.00;big
113;1467.00;10.53;421.00;big
113;1402.00;10.53;593.00;big
114;1525.00;10.25;183.00;big
114;1622.00;12.20;204.00;big
115;1497.00;11.90;317.00;big
115;1590.00;11.20;301.00;big
116;1857.00;10.90;309.00;big
116;1749.00;11.95;231.00;big
117;1932.00;11.20;388.00;big
117;2017.00;12.55;320.00;big
118;2016.00;13.15;534.00;big
118;1883.00;11.10;640.00;big
119;1779.00;11.65;572.00;big
119;1693.00;12.25;628.00;big
120;1808.00;11.20;409.00;big
120;1727.00;11.60;351.00;big
121;1640.00;10.70;457.00;big
121;1755.00;10.53;470.00;big
122;622.00;9.50;432.00;big
122;608.00;9.50;507.00;big
123;463.00;9.50;592.00;big
123;495.00;9.50;559.00;big
124;1857.00;9.50;542.00;big
124;1938.00;9.50;489.00;big
125;4383.00;10.35;1388.00;big
125;4362.00;9.50;1270.00;big
126;4321.00;9.50;1161.00;big
126;4443.00;9.50;1110.00;big
127;4368.00;9.50;1005.00;big
127;4584.00;9.50;1069.00;big
128;4780.00;9.50;990.00;big
128;4843.00;9.50;1175.00;big
129;4708.00;9.50;1399.00;big
129;4659.00;9.50;1244.00;big
130;4970.00;9.50;1515.00;big
130;4993.00;9.50;1669.00;big
131;4828.00;9.50;1941.00;big
131;4594.00;10.20;1799.00;big
132;4299.00;9.50;1881.00;big
132;4162.00;9.50;1703.00;big
133;3791.00;9.50;1435.00;big
133;3964.00;9.50;1545.00;big
134;3712.00;9.50;1193.00;big
134;3844.00;9.50;1086.00;big
135;4144.00;9.50;1175.00;big
135;3953.00;9.50;1161.00;big
136;3935.00;9.50;1025.00;big
136;4200.00;9.50;975.00;big
137;4537.00;9.50;620.00;big
137;4751.00;9.50;638.00;big
138;4481.00;9.50;388.00;big
138;4474.00;9.50;282.00;big
139;4852.00;9.50;304.00;big
139;4741.00;9.50;154.00;big
140;5185.00;9.50;52.00;big
140;4996.00;9.50;27.00;big
141;5324.00;9.50;316.00;big
141;5204.00;9.50;298.00;big
142;5170.00;9.50;698.00;big
142;5276.00;9.50;552.00;big
143;3691.00;9.50;425.00;big
143;3510.00;9.50;462.00;big
144;3856.00;9.50;345.00;big
144;3980.00;9.50;489.00;big
145;4079.00;9.50;615.00;big
145;3952.00;9.50;762.00;big
146;3734.00;9.50;789.00;big
146;3550.00;9.50;780.00;big
147;3341.00;9.50;829.00;big
147;3548.00;9.50;889.00;big
148;3172.00;9.50;746.00;big
148;2963.00;9.50;704.00;big
149;3223.00;9.50;295.00;big
149;3312.00;9.50;314.00;big
150;3501.00;9.50;263.00;big
150;3619.00;9.50;242.00;big
151;2888.00;9.50;576.00;big
151;2651.00;9.50;646.00;big
152;2682.00;9.50;895.00;big
152;2725.00;9.50;1008.00;big
153;3069.00;9.50;1171.00;big
153;2916.00;9.50;1195.00;big
154;3687.00;9.50;2024.00;big
154;3715.00;9.50;1797.00;big
155;3631.00;9.50;1757.00;big
155;3536.00;9.50;1660.00;big
156;3221.00;9.50;1671.00;big
156;3263.00;9.50;1778.00;big
157;3099.00;9.50;1933.00;big
157;2877.00;9.50;1973.00;big
158;2759.00;9.50;1761.00;big
158;2947.00;9.50;1870.00;big
159;3196.00;9.50;1559.00;big
159;2998.00;9.50;1620.00;big
160;3087.00;9.50;1392.00;big
160;2839.00;9.50;1282.00;big
161;2501.00;9.50;1658.00;big
161;2473.00;9.50;1546.00;big
162;2283.00;9.50;1564.00;big
162;2293.00;9.50;1427.00;big
163;2022.00;9.50;1562.00;big
163;2176.00;9.50;1477.00;big
164;1925.00;9.50;1912.00;big
164;1950.00;9.50;1753.00;big
165;1620.00;9.50;1973.00;big
165;1432.00;9.50;2014.00;big
166;1156.00;9.50;1877.00;big
166;1262.00;9.50;1908.00;big
167;1288.00;9.50;1593.00;big
167;1120.00;9.50;1672.00;big
168;1502.00;9.50;1548.00;big
168;1472.00;9.50;1449.00;big
169;1843.00;9.50;1573.00;big
169;1682.00;9.50;1425.00;big
170;811.00;9.50;1622.00;big
170;628.00;9.50;1562.00;big
171;876.00;9.50;1185.00;big
171;859.00;9.50;1453.00;big
172;593.00;9.50;1264.00;big
172;487.00;9.50;1501.00;big
173;2293.00;9.50;1167.00;big
173;2102.00;9.50;1237.00;big
174;2179.00;9.50;966.00;big
174;2358.00;9.50;1057.00;big
175;1778.00;9.50;911.00;big
175;2026.00;9.50;893.00;big
176;1461.00;9.50;995.00;big
176;1636.00;9.50;902.00;big
177;1514.00;9.50;1242.00;big
177;1312.00;9.50;1174.00;big
178;1790.00;9.50;1375.00;big
178;1910.00;9.50;1379.00;big
179;1844.00;9.50;776.00;big
179;2021.00;9.50;648.00;big
180;1547.00;9.50;720.00;big
180;1629.00;9.50;523.00;big
181;1012.00;9.50;572.00;big
181;1289.00;9.50;533.00;big
182;754.00;9.50;1068.00;big
182;970.00;9.50;1024.00;big
183;566.00;9.50;1035.00;big
183;354.00;9.50;830.00;big
184;194.00;9.50;862.00;big
184;98.00;9.50;679.00;big
185;234.00;9.50;320.00;big
